296	1ES-1	Proposition 20	No
297	1ES-1	Proposition 21	Yes
298	1ES-1	Proposition 21	No
299	1ES-1	Proposition 22	Yes
300	1ES-1	Proposition 22	No
301	1ES-1	Proposition 23	Yes
302	1ES-1	Proposition 23	No
303	1ES-1	Proposition 24	Yes
304	1ES-1	Proposition 24	No
305	1ES-1	Proposition 25	Yes
306	1ES-1	Proposition 25	No
307	1ES-1	Measure I County of Humboldt, Unincorporated Area	Yes
308	1ES-1	Measure I County of Humboldt, Unincorporated Area	No
309	1F--1	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
310	1F--1	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
311	1F--1	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
312	1F--1	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
313	1F--1	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
314	1F--1	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
315	1F--1	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
316	1F--1	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
317	1F--1	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
318	1F--1	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
319	1F--1	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
320	1F--1	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
321	1F--1	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
322	1F--1	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
323	1F--1	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
324	1F--1	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
325	1F--1	STATE ASSEMBLY DISTRICT 2	JIM WOOD
326	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	CLIFFORD A. TITUS
327	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	JULIE HAGEMANN
328	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	MERIDITH ORAM
329	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	MICHAEL WARNER
330	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	Rejected write-ins
331	1F--1	FERNDALE UNIFIED SCHOOL DISTRICT  GOVERNING BOARD MEMBER	Unassigned write-ins
332	1F--1	FERNDALE CITY MAYOR	DON HINDLEY
333	1F--1	FERNDALE CITY MAYOR	ROBIN SMITH
334	1F--1	FERNDALE CITY MAYOR	Rejected write-ins
335	1F--1	FERNDALE CITY MAYOR	Unassigned write-ins
336	1F--1	FERNDALE CITY COUNCILMEMBER	KATHLEEN BULLARD
337	1F--1	FERNDALE CITY COUNCILMEMBER	LEONARD LUND
338	1F--1	FERNDALE CITY COUNCILMEMBER	PHILLIP OSTLER
339	1F--1	FERNDALE CITY COUNCILMEMBER	Rejected write-ins
340	1F--1	FERNDALE CITY COUNCILMEMBER	Unassigned write-ins
341	1F--1	Proposition 14	Bonds Yes
342	1F--1	Proposition 14	Bonds No
343	1F--1	Proposition 15	Yes
344	1F--1	Proposition 15	No
345	1F--1	Proposition 16	Yes
346	1F--1	Proposition 16	No
347	1F--1	Proposition 17	Yes
348	1F--1	Proposition 17	No
349	1F--1	Proposition 18	Yes
350	1F--1	Proposition 18	No
351	1F--1	Proposition 19	Yes
352	1F--1	Proposition 19	No
353	1F--1	Proposition 20	Yes
354	1F--1	Proposition 20	No
355	1F--1	Proposition 21	Yes
356	1F--1	Proposition 21	No
357	1F--1	Proposition 22	Yes
358	1F--1	Proposition 22	No
359	1F--1	Proposition 23	Yes
360	1F--1	Proposition 23	No
361	1F--1	Proposition 24	Yes
362	1F--1	Proposition 24	No
363	1F--1	Proposition 25	Yes
364	1F--1	Proposition 25	No
365	1F--9	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
366	1F--9	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
367	1F--9	PRESIDENT AND VICE PRESIDENT	GLORIA LA RIVA and SUNIL FREEMAN
368	1F--9	PRESIDENT AND VICE PRESIDENT	"ROQUE ""ROCKY"" DE LA FUENTE GUERRA and KANYE OMARI WEST"
369	1F--9	PRESIDENT AND VICE PRESIDENT	HOWIE HAWKINS and ANGELA NICOLE WALKER
370	1F--9	PRESIDENT AND VICE PRESIDENT	"JO JORGENSEN and JEREMY ""SPIKE"" COHEN"
371	1F--9	PRESIDENT AND VICE PRESIDENT	BRIAN CARROLL and AMAR PATEL
372	1F--9	PRESIDENT AND VICE PRESIDENT	BROCK PIERCE and KARLA BALLARD
373	1F--9	PRESIDENT AND VICE PRESIDENT	JESSE VENTURA and CYNTHIA MCKINNEY
374	1F--9	PRESIDENT AND VICE PRESIDENT	JOSEPH KISHORE and NORISSA SANTA CRUZ
375	1F--9	PRESIDENT AND VICE PRESIDENT	MARK CHARLES and ADRIAN WALLACE
376	1F--9	PRESIDENT AND VICE PRESIDENT	Rejected write-ins
377	1F--9	PRESIDENT AND VICE PRESIDENT	Unassigned write-ins
378	1F--9	US REPRESENTATIVE DISTRICT 2	JARED HUFFMAN
379	1F--9	US REPRESENTATIVE DISTRICT 2	DALE K. MENSING
380	1F--9	STATE ASSEMBLY DISTRICT 2	CHARLOTTE SVOLOS
381	1F--9	STATE ASSEMBLY DISTRICT 2	JIM WOOD
382	1F--9	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	CHARLES R. ELLEBRECHT
383	1F--9	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	KENDRA GUIMARAES
384	1F--9	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	JEANA MCCLENDON
385	1F--9	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Rejected write-ins
386	1F--9	FORTUNA UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER	Unassigned write-ins
387	1F--9	FORTUNA CITY COUNCILMEMBER	TAMI TRENT
388	1F--9	FORTUNA CITY COUNCILMEMBER	MIKE LOSEY
389	1F--9	FORTUNA CITY COUNCILMEMBER	DEAN GLASER
390	1F--9	FORTUNA CITY COUNCILMEMBER	Rejected write-ins
391	1F--9	FORTUNA CITY COUNCILMEMBER	Unassigned write-ins
392	1F--9	Proposition 14	Bonds Yes
393	1F--9	Proposition 14	Bonds No
394	1F--9	Proposition 15	Yes
395	1F--9	Proposition 15	No
396	1F--9	Proposition 16	Yes
397	1F--9	Proposition 16	No
398	1F--9	Proposition 17	Yes
399	1F--9	Proposition 17	No
400	1F--9	Proposition 18	Yes
401	1F--9	Proposition 18	No
402	1F--9	Proposition 19	Yes
403	1F--9	Proposition 19	No
404	1F--9	Proposition 20	Yes
405	1F--9	Proposition 20	No
406	1F--9	Proposition 21	Yes
407	1F--9	Proposition 21	No
408	1F--9	Proposition 22	Yes
409	1F--9	Proposition 22	No
410	1F--9	Proposition 23	Yes
411	1F--9	Proposition 23	No
412	1F--9	Proposition 24	Yes
413	1F--9	Proposition 24	No
414	1F--9	Proposition 25	Yes
415	1F--9	Proposition 25	No
416	1F--9	Measure G City Of Fortuna, Extension of Current Essential Services Funding Measure	Yes
417	1F--9	Measure G City Of Fortuna, Extension of Current Essential Services Funding Measure	No
418	1FS	PRESIDENT AND VICE PRESIDENT	JOSEPH R. BIDEN and KAMALA D. HARRIS
419	1FS	PRESIDENT AND VICE PRESIDENT	DONALD J. TRUMP and MICHAEL R. PENCE
